account_equity:6783.36|account_balance:7551.33||+|ServerCloseTime	Comment	Commission	Lots	MagicNumber	ServerOpenTime	NetProfit	Profit	Swap	Symbol	Type	HourlyDrawdown
06-05-2024 18:20:56		-0.04	0.01	6200	06-05-2024 14:26:58	1.290	1.330	0.000	USDJPY	OP_BUY	-2.285,-3.120,-1.518,-0.894
06-05-2024 19:00:08	Golden Raven V4.2[tp]	0.00	0.10	9032158	06-05-2024 19:00:00	1.000	1.000	0.00	XAUUSD	OP_SELL	-0.33
06-05-2024 19:20:38	EA Brilliant Pro +628237476[tp]	-0.04	0.01	2021	06-05-2024 19:00:00	0.630	0.670	0.00000	EURUSD	OP_SELL	-0.00026
06-05-2024 19:21:48		-0.04	0.01	6202	06-05-2024 17:53:31	1.250	1.290	0.000	GBPJPY	OP_SELL	-0.675,0.000
06-05-2024 20:00:46	Golden Raven V4.2[sl]	0.00	0.10	9032158	06-05-2024 20:00:00	-5.000	-5.000	0.00	XAUUSD	OP_SELL	-0.08
06-05-2024 20:00:46	Golden Raven V4.2[sl]	0.00	0.15	9032158	06-05-2024 20:00:42	-3.300	-3.300	0.00	XAUUSD	OP_SELL	-0.06
06-05-2024 22:00:11	Golden Raven V4.2[tp]	0.00	0.10	9032158	06-05-2024 22:00:00	1.000	1.000	0.00	XAUUSD	OP_SELL	-0.11
06-05-2024 22:27:17	EA Brilliant Pro +628237476[tp]	-0.04	0.01	2021	06-05-2024 20:00:01	0.630	0.670	0.00000	EURUSD	OP_SELL	-0.00305,-0.00132,-0.00079
06-05-2024 23:23:26	LUNA AI PRO[tp]	-0.04	0.01	987654	06-05-2024 23:01:43	0.280	0.320	0.00000	EURCAD	OP_BUY	-0.01199
07-05-2024 00:24:20	LUNA AI PRO[tp]	-0.04	0.01	987654	06-05-2024 23:50:00	0.390	0.420	0.01000	GBPAUD	OP_BUY	-0.01220
07-05-2024 01:02:01	One Inch Slap[exp:20746]	0.00	0.01	202434345	06-05-2024 18:14:14	-2.630	-2.610	-0.02	XAUUSD	OP_SELL	-0.06,-0.06,-0.05,-0.06,-0.06,-0.08,-0.05
07-05-2024 02:02:06	GoldPulse AI	0.00	0.05	1471475	06-05-2024 23:52:05	12.020	13.950	-1.93	XAUUSD	OP_BUY	-0.02,-0.04,-0.13
07-05-2024 02:03:09	Golden Raven V4.2[tp]	0.00	0.10	9032158	07-05-2024 02:00:00	1.000	1.000	0.00	XAUUSD	OP_SELL	-0.04
07-05-2024 02:03:09	Golden Raven V4.2[tp]	0.00	0.15	9032158	07-05-2024 02:00:10	3.000	3.000	0.00	XAUUSD	OP_SELL	-0.04
07-05-2024 02:03:09	Golden Raven V4.2[tp]	0.00	0.22	9032158	07-05-2024 02:02:06	6.600	6.600	0.00	XAUUSD	OP_SELL	-0.03
07-05-2024 02:16:41		-0.04	0.01	6202	06-05-2024 18:20:56	1.420	1.470	-0.010	USDJPY	OP_BUY	-1.298,-1.484,-1.155,-0.911,-0.784,-1.206,-1.138,-0.970
07-05-2024 04:00:05	Golden Raven V4.2[tp]	0.00	0.10	9032158	07-05-2024 04:00:00	1.000	1.000	0.00	XAUUSD	OP_SELL	-0.10
07-05-2024 04:29:10		-0.04	0.01	6202	06-05-2024 17:53:30	1.530	1.510	0.060	GBPJPY	OP_BUY	-1.332,-2.597,-2.597,-2.040,-2.361,-2.454,-2.917,-2.580,-2.201,-1.661,-1.661
07-05-2024 04:31:50		0.00	0.08	1111	07-05-2024 04:00:00	34.000	34.000	0.00	XAUUSD	OP_SELL	-0.08
07-05-2024 04:31:51		0.00	0.04	1111	07-05-2024 03:16:17	10.000	10.000	0.00	XAUUSD	OP_SELL	-0.13,-0.06
07-05-2024 04:31:55		0.00	0.02	1111	06-05-2024 23:18:42	4.250	4.280	-0.03	XAUUSD	OP_SELL	-0.05,0.00,0.00,-0.04,-0.08,-0.04
07-05-2024 04:31:56		0.00	0.01	1111	06-05-2024 22:08:58	1.750	1.770	-0.02	XAUUSD	OP_SELL	-0.01,-0.03,0.00,-0.00,-0.01,-0.04,-0.04
07-05-2024 04:47:04		-0.04	0.01	6200	06-05-2024 14:26:56	2.240	2.200	0.08000	USDCHF	OP_BUY	-0.01217,-0.02346,-0.02245,-0.01043,-0.00188,0.00000,0.00000,0.00000,0.00000,-0.00130,-0.00130,0.00000,0.00000,0.00000,0.00000
07-05-2024 05:12:31		-0.04	0.01	6200	06-05-2024 14:26:56	1.970	2.020	-0.01000	GBPUSD	OP_SELL	-0.01602,-0.02476,-0.01801,-0.01510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07-05-2024 05:18:15	LUNA AI PRO[tp]	-0.04	0.01	987654	06-05-2024 23:50:00	0.470	0.500	0.01000	AUDUSD	OP_SELL	-0.00026,0.00000,0.00000,-0.02384,-0.02384,-0.00146
07-05-2024 05:21:44		-0.04	0.01	6200	06-05-2024 14:26:56	1.030	1.040	0.03000	EURUSD	OP_SELL	-0.01576,-0.02423,-0.02000,-0.01907,-0.00953,-0.00543,-0.00503,-0.00358,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00583,-0.00026
07-05-2024 05:22:19	EA Brilliant Pro +628237476[tp]	-0.04	0.01	2021	06-05-2024 23:30:00	0.660	0.670	0.03000	EURUSD	OP_SELL	-0.00437,-0.00437,-0.00265,-0.00901,-0.01232,0.00000
07-05-2024 05:30:41		-0.04	0.01	6204	07-05-2024 04:29:10	1.390	1.430	0.000	GBPJPY	OP_BUY	-1.501,0.000
07-05-2024 06:00:35	Golden Raven V4.2[sl]	0.00	0.10	9032158	07-05-2024 06:00:00	-5.000	-5.000	0.00	XAUUSD	OP_BUY	-0.08
07-05-2024 06:00:35	Golden Raven V4.2[sl]	0.00	0.15	9032158	07-05-2024 06:00:33	-4.950	-4.950	0.00	XAUUSD	OP_BUY	-0.08
07-05-2024 07:30:22	LUNA AI PRO[tp]	-0.04	0.01	987654	06-05-2024 23:56:49	0.120	0.170	-0.01000	AUDCAD	OP_SELL	-0.00019,0.00000,-0.00222,-0.02079,-0.02079,-0.00686,-0.00783,-0.00890
07-05-2024 07:30:28		-0.04	0.01	6200	06-05-2024 14:26:56	2.120	2.150	0.01000	AUDUSD	OP_SELL	-0.01006,-0.01404,-0.01165,-0.01165,0.00000,-0.00199,-0.00212,-0.00199,0.00000,0.00000,0.00000,0.00000,-0.00622,-0.02132,-0.01218,0.00000,-0.00291,-0.00291
07-05-2024 08:55:58	EA Brilliant Pro +628237476[tp]	-0.04	0.01	2021	07-05-2024 06:30:00	0.630	0.670	0.00000	EURUSD	OP_SELL	-0.00358,-0.00358,-0.00358
07-05-2024 09:00:01	Golden Raven V4.2[sl]	0.00	0.10	9032158	07-05-2024 09:00:00	-5.000	-5.000	0.00	XAUUSD	OP_BUY	-0.44
07-05-2024 09:00:01	Golden Raven V4.2[sl]	0.00	0.15	9032158	07-05-2024 09:00:01	-3.450	-3.450	0.00	XAUUSD	OP_BUY	-0.60
07-05-2024 09:46:33		-0.04	0.01	6204	07-05-2024 04:29:10	1.270	1.310	0.000	GBPJPY	OP_SELL	-1.484,-2.167,-2.378,-2.681,-1.518,0.000
07-05-2024 10:00:01	Golden Raven V4.2[tp]	0.00	0.10	9032158	07-05-2024 10:00:00	1.000	1.000	0.00	XAUUSD	OP_BUY	-1.18
07-05-2024 10:00:48	https://t.me/free_fx_pro[sl]	-0.40	0.10	101	06-05-2024 17:30:00	19.770	19.900	0.27000	EURUSD	OP_SELL	-0.00132,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07-05-2024 10:26:22		-0.04	0.01	6206	07-05-2024 09:46:33	1.250	1.290	0.000	GBPJPY	OP_SELL	-0.919
07-05-2024 11:00:05	Golden Raven V4.2[tp]	0.00	0.10	9032158	07-05-2024 11:00:00	1.000	1.000	0.00	XAUUSD	OP_BUY	-1.03
07-05-2024 11:00:05	Golden Raven V4.2[tp]	0.00	0.15	9032158	07-05-2024 11:00:01	3.600	3.600	0.00	XAUUSD	OP_BUY	-1.52
07-05-2024 11:40:00		-0.04	0.01	6200	06-05-2024 14:26:56	2.220	2.210	0.05000	EURCHF	OP_BUY	-0.00203,-0.00999,-0.00985,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01115,-0.00666,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07-05-2024 12:00:02	Golden Raven V4.2[tp]	0.00	0.10	9032158	07-05-2024 12:00:00	1.000	1.000	0.00	XAUUSD	OP_BUY	-0.48
07-05-2024 12:40:26		-0.04	0.01	6206	07-05-2024 09:46:33	1.250	1.290	0.000	GBPJPY	OP_BUY	-4.039,-5.278,-2.091
07-05-2024 13:00:13	Golden Raven V4.2[sl]	0.00	0.10	9032158	07-05-2024 13:00:00	-5.000	-5.000	0.00	XAUUSD	OP_BUY	-0.23
07-05-2024 13:00:13	Golden Raven V4.2[sl]	0.00	0.15	9032158	07-05-2024 13:00:07	-4.650	-4.650	0.00	XAUUSD	OP_BUY	-0.30
07-05-2024 13:06:18	Golden Raven V4.2	0.00	1.00	9032158	07-05-2024 13:01:03	38.000	38.000	0.00	XAUUSD	OP_BUY	-1.13
07-05-2024 13:06:19	Golden Raven V4.2	0.00	0.33	9032158	07-05-2024 13:00:18	-0.660	-0.660	0.00	XAUUSD	OP_BUY	-0.54
07-05-2024 13:06:19	Golden Raven V4.2	0.00	0.49	9032158	07-05-2024 13:00:25	4.410	4.410	0.00	XAUUSD	OP_BUY	-0.73
07-05-2024 13:06:19	Golden Raven V4.2	0.00	0.73	9032158	07-05-2024 13:00:28	14.600	14.600	0.00	XAUUSD	OP_BUY	-0.99
07-05-2024 13:06:19	Golden Raven V4.2	0.00	0.22	9032158	07-05-2024 13:00:14	-3.520	-3.520	0.00	XAUUSD	OP_BUY	-0.39
07-05-2024 14:01:43	Golden Raven V4.2[sl]	0.00	0.10	9032158	07-05-2024 14:00:00	-5.000	-5.000	0.00	XAUUSD	OP_BUY	-0.74
07-05-2024 14:01:43	Golden Raven V4.2[sl]	0.00	0.15	9032158	07-05-2024 14:00:24	-5.700	-5.700	0.00	XAUUSD	OP_BUY	-1.08
07-05-2024 14:01:43	Golden Raven V4.2[sl]	0.00	0.22	9032158	07-05-2024 14:01:36	-5.500	-5.500	0.00	XAUUSD	OP_BUY	-1.55
07-05-2024 15:00:14	Golden Raven V4.2[sl]	0.00	0.10	9032158	07-05-2024 15:00:00	-5.000	-5.000	0.00	XAUUSD	OP_BUY	-0.32
07-05-2024 15:00:14	Golden Raven V4.2[sl]	0.00	0.15	9032158	07-05-2024 15:00:02	-4.950	-4.950	0.00	XAUUSD	OP_BUY	-0.45
07-05-2024 15:00:14	Golden Raven V4.2[sl]	0.00	0.22	9032158	07-05-2024 15:00:06	-5.060	-5.060	0.00	XAUUSD	OP_BUY	-0.63
07-05-2024 15:20:10		-0.04	0.01	6208	07-05-2024 12:40:26	1.260	1.300	0.000	GBPJPY	OP_BUY	-1.256,-1.509,-1.206
07-05-2024 15:20:29		-0.04	0.01	6201	07-05-2024 05:21:44	0.960	1.000	0.00000	EURUSD	OP_BUY	-0.00185,0.00000,0.00000,-0.00901,-0.01059,-0.00861,-0.00821,-0.00927,-0.00079,0.00000
07-05-2024 15:30:00	Invictus Gold[sl]	0.00	0.05	75835	07-05-2024 15:00:00	3.700	3.700	0.00	XAUUSD	OP_BUY	-0.16
07-05-2024 15:35:26		0.00	0.16	2222	07-05-2024 15:00:00	40.160	40.160	0.00	XAUUSD	OP_BUY	-0.51
07-05-2024 15:35:27		0.00	0.08	2222	07-05-2024 14:51:54	14.560	14.560	0.00	XAUUSD	OP_BUY	-0.33
07-05-2024 15:35:32		0.00	0.04	2222	07-05-2024 13:00:00	2.760	2.760	0.00	XAUUSD	OP_BUY	-0.09,-0.21,-0.21
07-05-2024 15:35:33		0.00	0.02	2222	07-05-2024 12:06:58	-1.560	-1.560	0.00	XAUUSD	OP_BUY	-0.08,-0.08,-0.14,-0.14
07-05-2024 15:35:35		0.00	0.01	2222	07-05-2024 09:21:24	-4.100	-4.100	0.00	XAUUSD	OP_BUY	-0.01,-0.09,-0.08,-0.08,-0.07,-0.11,-0.11
07-05-2024 16:41:25	EA Brilliant Pro +628237476[tp]	-0.04	0.01	2021	06-05-2024 16:30:00	0.170	0.270	-0.06000	EURUSD	OP_BUY	-0.00371,-0.01179,-0.01616,-0.01563,-0.01483,-0.02238,-0.02278,-0.02715,-0.02053,-0.02304,-0.02304,-0.02397,-0.02993,-0.02728,-0.02675,-0.02675,-0.03867,-0.03867,-0.03668,-0.03602,-0.03734,-0.02860,-0.02741,-0.01417,-0.01298
07-05-2024 16:41:25	EA Brilliant Pro +628237476[tp]	-0.04	0.01	2021	07-05-2024 05:30:05	2.180	2.220	0.00000	EURUSD	OP_BUY	-0.00146,-0.00093,-0.00093,-0.01285,-0.01285,-0.01086,-0.01020,-0.01152,-0.00278,-0.00159,0.00000,0.00000
07-05-2024 16:41:25	EA Brilliant Pro +628237476[tp]	-0.04	0.01	2021	06-05-2024 19:30:05	1.250	1.350	-0.06000	EURUSD	OP_BUY	-0.00132,-0.00053,-0.00808,-0.00848,-0.01285,-0.00622,-0.00874,-0.00874,-0.00967,-0.01563,-0.01298,-0.01245,-0.01245,-0.02437,-0.02437,-0.02238,-0.02172,-0.02304,-0.01430,-0.01311,0.00000,0.00000
07-05-2024 18:00:04	Golden Raven V4.2[tp]	0.00	0.10	9032158	07-05-2024 18:00:00	1.000	1.000	0.00	XAUUSD	OP_BUY	-0.24
07-05-2024 19:34:00		-0.04	0.01	6208	07-05-2024 12:40:27	1.260	1.300	0.000	GBPJPY	OP_SELL	-0.700,-0.700,-1.804,-1.627,-1.653,-0.759,-0.017
07-05-2024 20:00:49	Golden Raven V4.2[tp]	0.00	0.10	9032158	07-05-2024 20:00:00	1.000	1.000	0.00	XAUUSD	OP_BUY	-0.23
07-05-2024 20:00:49	Golden Raven V4.2[tp]	0.00	0.15	9032158	07-05-2024 20:00:27	3.000	3.000	0.00	XAUUSD	OP_BUY	-0.33
07-05-2024 20:18:22	EA Brilliant Pro +628237476[tp]	-0.04	0.01	2021	07-05-2024 09:30:00	0.200	0.240	0.00000	EURUSD	OP_SELL	-0.01126,-0.01364,-0.00728,-0.00808,-0.01457,-0.02635,-0.03721,-0.03721,-0.03112,-0.02304,-0.01986
07-05-2024 20:18:22	EA Brilliant Pro +628237476[tp]	-0.04	0.01	2021	07-05-2024 14:00:00	1.190	1.230	0.00000	EURUSD	OP_SELL	-0.00146,-0.01430,-0.02410,-0.01801,-0.01801,-0.00675,-0.00199
07-05-2024 20:18:22	EA Brilliant Pro +628237476[tp]	-0.04	0.01	2021	07-05-2024 16:30:01	2.300	2.340	0.00000	EURUSD	OP_SELL	-0.00940,-0.00331,0.00000,0.00000
07-05-2024 20:27:22		0.00	0.02	1111	07-05-2024 17:10:10	9.680	9.680	0.00	XAUUSD	OP_SELL	-0.05,0.00,0.00,0.00
07-05-2024 20:27:25		0.00	0.01	1111	07-05-2024 16:03:51	2.500	2.500	0.00	XAUUSD	OP_SELL	-0.07,-0.06,-0.01,0.00,0.00
07-05-2024 20:27:48		0.00	0.08	2222	07-05-2024 20:00:00	22.400	22.400	0.00	XAUUSD	OP_BUY	-0.19
07-05-2024 20:27:49		0.00	0.04	2222	07-05-2024 19:03:04	10.280	10.280	0.00	XAUUSD	OP_BUY	-0.11,-0.11
07-05-2024 20:27:50		0.00	0.02	2222	07-05-2024 18:52:55	5.180	5.180	0.00	XAUUSD	OP_BUY	-0.02,-0.05
07-05-2024 20:27:53		0.00	0.01	2222	07-05-2024 17:58:05	2.580	2.580	0.00	XAUUSD	OP_BUY	-0.01,-0.01,-0.03
07-05-2024 21:17:42		-0.04	0.01	6201	07-05-2024 05:21:44	0.970	1.010	0.00000	EURUSD	OP_SELL	-0.00689,-0.00953,-0.00953,-0.00953,-0.00675,-0.00980,-0.00344,-0.00424,-0.01073,-0.01616,-0.02423,-0.03337,-0.02728,-0.02437,-0.01602,-0.00291
07-05-2024 21:25:57		-0.04	0.01	6210	07-05-2024 19:34:01	1.260	1.300	0.000	GBPJPY	OP_SELL	-0.683,-0.093
08-05-2024 00:16:30	LUNA AI PRO[tp]	-0.04	0.01	987654	07-05-2024 23:03:20	0.140	0.220	-0.04000	EURCAD	OP_BUY	-0.01450,-0.01450
08-05-2024 00:20:28	LUNA AI PRO[tp]	-0.04	0.01	987654	07-05-2024 23:00:03	0.370	0.400	0.01000	GBPAUD	OP_BUY	-0.01642,-0.01642
08-05-2024 00:42:11	LUNA AI PRO	-0.04	0.01	987654	08-05-2024 00:20:24	0.250	0.290	0.00000	GBPAUD	OP_SELL	-0.00202
08-05-2024 01:02:11	One Inch Slap[exp:82679]	0.00	0.01	202434345	07-05-2024 01:02:01	10.070	10.090	-0.02	XAUUSD	OP_SELL	-0.03,-0.03,-0.06,-0.06,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08-05-2024 01:05:01	FXMachine_1	-0.24	0.06	646545148	06-05-2024 15:45:00	28.210	28.410	0.04000	USDCAD	OP_BUY	-0.06672,-0.08702,-0.08354,-0.03771,-0.01914,-0.03307,-0.02379,0.00000,-0.03713,-0.00058,0.00000,-0.00638,-0.01160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
08-05-2024 03:02:08	TopBottomEA	-0.80	0.20	888999	08-05-2024 00:18:53	5.020	5.820	0.00000	GBPCAD	OP_SELL	-0.10056,0.00000,0.00000
08-05-2024 04:02:52	[sl]	0.00	0.01	2222	07-05-2024 22:24:49	0.370	0.760	-0.39	XAUUSD	OP_BUY	-0.01,0.00,0.00,0.00,0.00,-0.01
08-05-2024 04:21:24	EA Brilliant Pro +628237476[tp]	-0.04	0.01	2021	07-05-2024 22:00:00	0.660	0.670	0.03000	EURUSD	OP_SELL	-0.00848,-0.00675,-0.00675,-0.00675,-0.00106,-0.00371,0.00000
08-05-2024 04:22:47		-0.04	0.01	6203	07-05-2024 21:17:43	0.990	1.000	0.03000	EURUSD	OP_SELL	-0.00450,-0.00781,-0.00596,-0.00609,-0.00278,-0.00291,-0.00305,0.00000
08-05-2024 04:41:32		-0.04	0.01	6210	07-05-2024 19:34:00	1.250	1.230	0.060	GBPJPY	OP_BUY	-1.610,-2.108,-2.074,-1.771,-2.951,-2.690,-1.568,-2.184,-1.543,-0.641
08-05-2024 05:00:25	[sl]	0.00	0.01	2222	08-05-2024 05:00:00	0.030	0.030	0.00	XAUUSD	OP_BUY	-0.01
08-05-2024 05:00:26	Golden Raven V4.2[tp]	0.00	0.10	9032158	08-05-2024 05:00:00	1.000	1.000	0.00	XAUUSD	OP_BUY	-0.06
08-05-2024 05:00:26	Golden Raven V4.2[tp]	0.00	0.15	9032158	08-05-2024 05:00:01	5.100	5.100	0.00	XAUUSD	OP_BUY	-0.05
08-05-2024 05:55:03	[sl]	0.00	0.01	1111	08-05-2024 01:20:01	0.240	0.240	0.00	XAUUSD	OP_SELL	-0.01,0.00,0.00,0.00,-0.02
08-05-2024 06:00:04	Golden Raven V4.2[sl]	0.00	0.10	9032158	08-05-2024 06:00:00	-5.000	-5.000	0.00	XAUUSD	OP_SELL	-0.19
08-05-2024 06:00:04	Golden Raven V4.2[sl]	0.00	0.15	9032158	08-05-2024 06:00:01	-6.450	-6.450	0.00	XAUUSD	OP_SELL	-0.28
08-05-2024 06:00:04	Golden Raven V4.2[sl]	0.00	0.22	9032158	08-05-2024 06:00:02	-6.820	-6.820	0.00	XAUUSD	OP_SELL	-0.37
08-05-2024 06:02:37	Golden Raven V4.2	0.00	1.00	9032158	08-05-2024 06:01:44	25.000	25.000	0.00	XAUUSD	OP_SELL	-0.79
08-05-2024 06:02:37	Golden Raven V4.2	0.00	1.00	9032158	08-05-2024 06:01:45	34.000	34.000	0.00	XAUUSD	OP_SELL	-0.66
08-05-2024 06:02:38	Golden Raven V4.2	0.00	0.73	9032158	08-05-2024 06:01:33	9.490	9.490	0.00	XAUUSD	OP_SELL	-0.70
08-05-2024 06:02:38	Golden Raven V4.2	0.00	0.33	9032158	08-05-2024 06:00:05	-6.930	-6.930	0.00	XAUUSD	OP_SELL	-0.49
08-05-2024 06:02:38	Golden Raven V4.2	0.00	0.49	9032158	08-05-2024 06:01:31	-0.490	-0.490	0.00	XAUUSD	OP_SELL	-0.59
08-05-2024 07:00:01	Hunter Scalper	-1.44	0.36	1	07-05-2024 23:51:09	-19.430	-19.800	1.81000	EURCHF	OP_BUY	-0.44322,-0.22943,-0.23986,-0.29722,-0.42758,-0.46408,-0.42237,-0.35979
08-05-2024 07:03:22	Golden Raven V4.2[sl]	0.00	0.10	9032158	08-05-2024 07:00:00	-5.000	-5.000	0.00	XAUUSD	OP_SELL	-0.36
08-05-2024 07:03:22	Golden Raven V4.2[sl]	0.00	0.15	9032158	08-05-2024 07:01:02	-5.850	-5.850	0.00	XAUUSD	OP_SELL	-0.51
08-05-2024 07:08:01	Golden Raven V4.2	0.00	0.33	9032158	08-05-2024 07:03:23	0.660	0.660	0.00	XAUUSD	OP_SELL	-0.99
08-05-2024 07:08:01	Golden Raven V4.2	0.00	0.49	9032158	08-05-2024 07:03:38	6.860	6.860	0.00	XAUUSD	OP_SELL	-1.39
08-05-2024 07:08:01	Golden Raven V4.2	0.00	0.73	9032158	08-05-2024 07:04:55	19.710	19.710	0.00	XAUUSD	OP_SELL	-1.94
08-05-2024 07:08:01	Golden Raven V4.2	0.00	1.00	9032158	08-05-2024 07:05:31	35.000	35.000	0.00	XAUUSD	OP_SELL	-2.56
08-05-2024 07:08:02	Golden Raven V4.2	0.00	0.22	9032158	08-05-2024 07:03:22	0.000	0.000	0.00	XAUUSD	OP_SELL	-0.66
08-05-2024 08:01:14	Golden Raven V4.2[tp]	0.00	0.10	9032158	08-05-2024 08:00:01	1.000	1.000	0.00	XAUUSD	OP_SELL	-0.27
08-05-2024 08:37:58	[sl]	0.00	0.02	174867568	08-05-2024 04:30:00	11.900	11.900	0.00	XAUUSD	OP_BUY	-0.17,-0.12,0.00,0.00,0.00
08-05-2024 09:37:06	https://t.me/free_fx_pro[sl]	-0.44	0.11	101	07-05-2024 19:30:00	27.350	27.500	0.29000	EURUSD	OP_SELL	-0.00291,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
08-05-2024 11:00:13	Golden Raven V4.2[sl]	0.00	0.10	9032158	08-05-2024 11:00:00	-5.000	-5.000	0.00	XAUUSD	OP_BUY	-0.26
08-05-2024 11:00:13	Golden Raven V4.2[sl]	0.00	0.15	9032158	08-05-2024 11:00:02	-5.850	-5.850	0.00	XAUUSD	OP_BUY	-0.37
08-05-2024 11:00:41	Golden Raven V4.2	0.00	0.73	9032158	08-05-2024 11:00:16	36.500	36.500	0.00	XAUUSD	OP_BUY	-0.88
08-05-2024 11:00:41	Golden Raven V4.2	0.00	1.00	9032158	08-05-2024 11:00:19	112.000	112.000	0.00	XAUUSD	OP_BUY	-0.57
